,0
261,1058.9765857866835
262,955.4374988105651
263,993.8543311321991
264,942.638691377162
265,944.252581111383
266,900.3236472264289
267,1047.756783531046
268,832.5695065528681
269,910.6238292989012
270,967.7259058173432
271,934.8587175455843
272,728.9599093103787
273,900.1670470003734
274,821.337664149982
275,885.7808410964288
276,1001.0873033243769
277,914.8723734769135
278,898.7434260735758
279,870.57159557841
280,902.658475927616
281,770.775123848869
282,1069.3308620101077
283,749.9009357118497
284,744.2485719553733
285,951.7862904632004
286,1019.6984427594557
287,943.6720709243322
288,972.5171424892358
289,903.7347998868149
290,893.5725362411642
291,921.0430923463049
292,985.9595822323331
293,852.1649862394347
294,915.8856152329972
295,868.6618097943385
296,1113.8213858585118
297,870.3929891983729
298,869.5504607342396
299,993.7973733718503
300,1190.4653375687883
301,1031.2240421823446
302,853.3154396200194
303,962.3650420838654
304,953.5847097879285
305,1218.262880599337
306,852.7054275055308
307,1016.822093464058
308,827.7037442523334
309,729.2427888503345
310,708.0217303504104
311,1025.476167713212
312,1076.3323940254988
313,925.9412168650657
314,689.2931724205623
315,891.9542832049157
316,957.8685547973683
317,994.5862049503797
318,953.080960274033
319,926.7432264125902
320,1067.4742587451763
321,966.7698137628711
322,918.259967450519
323,927.2090670543549
324,962.0707908628278
325,894.957006686469
326,1002.5855288650912
327,924.5660338417288
328,1026.3402203941464
329,1026.6672152897281
330,936.2353917662298
331,961.2744520977218
332,975.2149601920155
333,960.3385001012279
334,705.8068497049451
335,819.0109591187971
336,974.9310254648007
337,880.2338817768127
338,895.3162228031205
339,746.9643836824057
340,916.6705567515671
341,819.7284932839831
342,874.464805494978
343,928.6422183024825
344,1156.6760114957488
345,971.3791033533631
346,957.2762573376892
347,957.5853165790138
348,875.0811389099629
349,1342.9952525339286
350,928.765489564703
351,1029.0403741460666
352,1059.381006639807
353,964.0633211853605
354,890.3394695704935
355,1097.2185230038967
356,893.5154665998506
357,818.6457075018651
358,854.5903372956203
359,1034.1851784003918
360,911.9084090374397
361,840.3426669397095
362,924.3216835671102
363,984.4357808353549
364,1063.2577676091248
365,891.4105827618961
366,893.940751941846
367,881.2953509076781
368,789.1444510144539
369,898.0192381741389
370,1139.8319741251826
371,906.2119643319422
372,773.879135728475
373,840.3065036426997
374,894.6702997620727
375,902.5188448900409
376,762.8033190729684
377,1025.3229805056317
378,958.546922003021
379,926.3771237227638
380,959.1838559464419
381,854.5506855358826
382,845.1065733282705
383,1002.7861006791524
384,794.214508769343
385,933.6053541193386
386,982.9175795133447
387,973.0982641881822
388,1099.162351537227
389,862.5132683331631
390,1009.515941661225
391,866.0743599837015
392,884.0655812217336
393,1220.544753650984
394,825.1261003564658
395,1036.1985954456147
396,950.4855735454063
397,871.4379964936545
398,756.88548176503
399,850.5921914258032
400,775.6883107698994
401,829.9236849181866
402,948.6233934671255
403,840.1536543109944
404,893.9733745099269
405,959.6946744598014
406,789.7272561916642
407,961.3107531629477
408,1056.1676510171633
409,770.8778418208435
410,1027.2095415401807
411,901.9761291547807
412,936.0273650363222
413,946.8384251455499
414,966.9197324808368
415,891.3249566249699
416,873.7689437205971
417,818.3306608512847
418,977.1496075884093
419,869.9175296128848
420,1034.520368912084
421,961.0540998677517
422,817.584857828079
423,950.1464864298737
424,943.2460257989211
425,741.6264008014991
426,874.5697911448088
427,783.7145561311078
428,792.9517687820163
429,835.9149049880791
430,898.6824440110643
431,926.8463133214926
432,1037.4790884214888
433,937.972665876736
434,788.1946249726122
435,924.8325977068278
436,698.1779496251778
437,1221.1730370349492
438,950.7586515811633
439,939.0282557433226
440,876.5345265401769
441,912.6409844906563
442,951.5523663903177
443,1108.0562607347485
444,1009.6871011861933
445,1026.5720914156145
446,906.8429121937694
447,874.9567625098935
448,1035.6194764449756
449,823.6407576945621
450,799.3261926619025
451,976.3069524184261
452,927.5971614963789
453,839.3213164895787
454,784.9122554026479
455,951.754292478338
456,872.450315094976
457,832.5929803237666
458,923.9083245486388
459,845.2237218362447
460,898.8906967668693
461,861.5697424117725
462,1069.1058525731544
463,852.4616827628355
464,748.695372791361
465,916.3103409354433
466,807.6781518222654
467,927.6463933423669
468,784.6848840013807
469,801.1885238311665
470,1022.2433252154862
471,1016.4225205987935
472,930.9627734948692
473,913.6568564489519
474,949.2016820647198
475,890.8745349859121
476,1339.552186674018
477,934.469658209208
478,789.3751970793935
479,927.5897005504793
480,894.7573392919904
481,1285.0396932922336
482,926.1216091226648
483,1019.8549750533545
484,962.2697060082268
485,957.0589786134726
486,940.8573793367549
487,1043.5500474537912
488,839.1951246559539
489,875.837012563575
490,925.8697373203948
491,1067.6028988337277
492,951.2179978993461
493,877.3745765341212
494,785.2637293396255
495,912.1331290641449
496,962.4503259113582
497,1017.5604646485202
498,763.934569198276
499,961.1841555737624
500,975.6437107094126
501,991.4366756679359
502,986.4406806994801
503,923.8856729164454
504,846.9311083510485
505,885.9408333206516
506,943.4638897127137
507,857.1804942634435
508,978.8319064205365
509,1058.2108370225747
510,864.7943098050141
511,907.6609346182978
512,936.7951597595188
513,761.498393272304
514,813.725608595243
515,956.8988528786992
516,917.1188844470788
517,977.9890225721116
518,1018.2160992154832
519,995.7951143796305
520,1139.8544556416748
521,908.8519448260578
522,971.3590360638789
523,923.0479487461319
524,898.9500098324075
525,959.392997129762
526,876.0567473537416
527,1089.3724987618782
528,1032.9375388890887
529,849.9852542004965
530,1020.5215511883813
531,967.8448146360681
532,1102.484479962306
533,815.107731471094
534,986.3967621376767
535,882.9391707342978
536,883.4986675644037
537,876.0709888748532
538,873.2324430577652
539,840.2124606923994
540,976.7597924670736
541,1026.974882424938
542,911.822285372321
543,1006.9890009529374
544,827.0617060701508
545,823.2493640866902
546,985.4817735910901
547,1020.5757269248503
548,892.0939208329632
549,1051.3252840004184
550,899.0808718709776
551,911.0124150674548
552,845.3086111334054
553,851.6921692126405
554,852.3933652748573
555,1028.0699510476702
556,1018.4018601121112
557,910.5414318715236
558,840.3864772379114
559,1048.891151272987
560,857.2075844075143
561,913.0219916243976
562,841.0304556065475
563,784.4433944902734
564,1112.432400201587
565,783.0543421420277
566,1000.907983754937
567,907.8176695426401
568,842.0495145980631
569,1040.4093995677426
570,939.0259064758349
571,940.0670140126643
572,837.3875775651873
573,867.1490151398278
574,677.2506938894547
575,960.564258507806
576,962.6154961180421
577,889.6382373768911
578,746.3930348352777
579,935.5252107934294
580,842.0597691527125
581,882.8701368723309
582,801.4045176870369
583,908.5017066406202
584,1018.3961748822522
585,1064.2298688038743
586,888.0851884548678
587,961.8489174745808
588,1024.1494231103825
589,927.7739749364611
590,862.552634094022
591,807.3756817338199
592,976.2539271796747
593,844.7196179533329
594,982.462836664069
595,990.8835858179206
596,877.5092436798564
597,925.3397318414833
598,1015.6188345266579
599,803.5976690150075
600,936.9923414881456
601,843.296018020737
602,968.5877518881858
603,913.9175461643243
604,995.3441524951708
605,930.9815642262437
606,828.608353181462
607,820.8012080193548
608,1140.309027313099
609,847.987635798067
610,830.5664218992266
611,988.64209833956
612,896.5310549733193
613,1089.3786126043756
614,985.7431290712591
615,975.0936610451104
616,888.5202935925907
617,834.401011767492
618,870.4378681660908
619,1029.2738764568362
620,935.8031472421442
621,924.6580412077584
622,989.5009543703114
623,974.5257007035648
624,999.3270260219145
625,785.2719037269051
626,958.8774894140179
627,915.8415864273268
628,999.0507912073156
629,1034.0264938156567
630,910.1997927456611
631,933.419362724362
632,936.023231722043
633,908.7006516761924
634,965.1376526803986
635,815.8001312321728
636,958.7856590460592
637,897.95272951089
638,916.2867829549148
639,971.8821761440654
640,959.0781580048757
641,877.3658827462752
642,764.0307817330594
643,855.4244209624675
644,798.8628276110348
645,918.0851503387494
646,885.2027495605824
647,870.1410186938128
648,892.3791256120992
649,921.5652727328461
650,1053.7280128541727
651,1024.014499865878
652,1260.5810916614607
653,914.5021803809217
654,998.3350637968182
655,980.3396283482758
656,829.1332350308946
657,1073.3445335647352
658,888.0794794523798
659,1019.5227521619021
660,862.558846814654
661,1083.7513465345648
662,911.1067544183387
663,877.5898179495404
664,940.9523740451242
665,810.7370174489943
666,954.2248894544733
667,952.0681116120816
668,995.8159673142087
669,900.7356615707129
670,829.2182263534031
671,1022.8378016859568
672,1042.9347422657079
673,966.9323132079188
674,821.3012346902575
675,838.3937045398919
676,763.6443465589313
677,885.9567903542866
678,866.2812475004214
679,888.5168592487938
680,925.7527274440783
681,787.0992750369305
682,862.788023342968
683,875.0173323314232
684,992.4450111037855
685,1004.2565108301633
686,777.1384834042587
687,899.0695172471466
688,908.1401290162796
689,760.1658847816842
690,836.4708777385264
691,1081.013221276238
692,841.9736522201242
693,940.5810716235846
694,1031.4316258616773
695,974.6334657309064
696,1198.4016170944333
697,893.4234755404891
698,944.9223032280918
699,790.8684491244262
700,1007.9107742759799
701,1178.1644051989542
702,905.5118146440728
703,945.8540877918202
704,1069.9921101885463
705,1001.7353703173256
706,769.1511734224375
707,810.1385433690605
708,972.622561785819
709,769.204096415639
710,880.2697979784983
711,850.3589784530355
712,960.8700098904534
713,973.1331562829073
714,865.9700574475818
715,842.7081516170595
716,1138.1923353568816
717,984.3895831377862
718,1003.7541852615551
719,943.1466383432835
720,920.2422569191109
721,791.3196814281224
722,941.4134705140355
723,832.2332135050431
724,750.704166778405
725,947.8369426069721
726,846.8279829479142
727,903.5437241483005
728,904.9161487119462
729,913.5564140521468
730,1035.7491454349938
731,878.5694521874786
732,849.3621778240014
733,887.8399158831239
734,959.310116418977
735,885.4021267932927
736,941.9665686319856
737,850.2072216781211
738,961.9817750814537
739,742.1812874178986
740,1123.3481785038214
741,1055.2643735254037
742,951.5324405212739
743,766.88285534947
744,905.3847410419407
745,1144.4501167099925
746,1014.9104801702692
747,999.4186766593473
748,1000.3222321233111
749,1044.8286831366659
750,901.4508708904999
751,929.1421965164687
752,875.0478408891632
753,935.6384528312323
754,800.3510008015393
755,786.2077835096725
756,880.4276022040757
757,839.3423659145496
758,897.017194461227
759,1015.6457236006444
760,986.6589405123048
761,997.317882664576
762,865.3598796558822
763,884.4717794112075
764,752.1649611707282
765,858.7758639277168
766,890.9544270303305
767,888.9937371804973
768,843.9198259708977
769,894.3528539887956
770,962.6430491811766
771,956.3744781368808
772,860.0883769763227
773,828.4541924996674
774,1004.8188764354577
775,846.965794675988
776,924.5318681773628
777,847.8755819948838
778,938.8435823556293
779,786.0360978231088
780,1017.7485141956424
781,930.5315421266799
782,811.3445099381265
783,792.9356111437953
784,1157.5182232602854
785,1047.2460443833456
786,826.0242989922141
787,852.9777995039486
788,944.0362872189477
789,1239.108517516052
790,984.0978670466762
791,859.5795169753735
792,818.1511550035003
793,1114.028021308184
794,911.3554987176293
795,1112.7232925715632
796,933.2455425333113
797,842.7682481432627
798,933.5178687225541
799,855.9746309918703
800,882.9113229398012
801,866.8116614716458
802,857.1651849674945
803,868.3632929498349
804,961.9166208478252
805,958.0914521302614
806,984.9673504672131
807,887.3883460071379
808,916.6476981549288
809,908.3868048204366
810,846.4852618735132
811,835.18922132139
812,957.0183412897005
813,800.5132913028629
814,929.1887141403098
815,856.9660892771949
816,972.3576507689158
817,881.8169830735354
818,772.1331989406243
819,839.5613577607678
820,850.9156620482376
821,874.0164528961993
822,812.5011462593736
823,830.1132156351911
824,763.7257509285996
825,831.6138392258632
826,889.4338262911027
827,892.4523110917308
828,1147.4305300662468
829,876.4740723688515
830,876.9609357634819
831,832.2545598206192
832,910.7012453909732
833,1028.6934340139296
834,1034.3194469030723
835,938.1131049913952
836,955.3924809869479
837,897.5715348419461
838,879.5831167582395
839,859.1643383875577
840,901.5036424193189
841,941.7306856586499
842,817.9975042530959
843,1033.0899080948338
844,809.0672112678652
845,992.6630879305477
846,793.0964787847015
847,771.9036292312292
848,961.9623732519581
849,925.0454934664186
850,974.1739777956423
851,911.2037688580879
852,956.3557853196936
853,959.9767702162374
854,842.5806438556249
855,927.2177764817624
856,773.2171712049933
857,904.3700516815272
858,776.4368325006856
859,1041.7229590910129
860,838.6829603556134
861,769.3438990001372
862,864.6661405393639
863,969.6438043287391
864,876.7115994691046
865,757.224004445954
866,809.3958941257479
867,951.9267516594394
868,807.890644840564
869,1039.8570578525441
870,967.4621146295233
871,1081.7861441079951
872,1036.8505479847854
873,1082.2750408715813
874,964.5881152830816
875,1053.061369284043
876,683.1800751218832
877,1041.193776527106
878,886.6427535138263
879,928.2112491511107
880,1158.2149286424283
881,866.9227760260027
882,788.9654402575367
883,958.746083173403
884,959.5251220088683
885,884.2195348369464
886,970.8555195716843
887,1138.0156927477078
888,896.1049343943712
889,822.522648026431
890,864.522687276784
891,994.7503911105605
892,957.2890021606512
893,961.7716162143963
894,894.6246017263925
895,867.9095998179969
896,1107.509930645147
897,932.0646279087092
898,939.7835259581982
899,907.1901199449235
900,806.22325440959
901,913.0635824613014
902,964.7785106922013
903,881.3218948045871
904,839.1012063060722
905,886.4815832997641
906,790.9153602995942
907,815.9694394610796
908,926.6445588715527
909,727.1276235559213
910,945.3444629743309
911,893.517990065013
912,805.1633576929423
913,926.9672668764587
914,929.1965949673129
915,941.385656183408
916,1343.4521227713765
917,863.3979073097531
918,1027.135813319249
919,923.0004952702222
920,832.3486625279155
921,1092.493693888868
922,1001.1688404311611
923,1067.7482307139333
924,958.1781923922547
925,970.317971943552
926,820.5060536955898
927,1055.7023732900077
928,1014.3173271223075
929,876.6387030312596
930,938.6242140594582
931,856.2088304503018
932,976.389061406868
933,1026.3145835950022
934,931.3332688410845
935,904.5867091794315
936,1088.6471125182024
937,968.4594141353319
938,1019.1384006881095
939,796.5622845638692
940,918.9450885135402
941,882.022411846727
942,999.9866441116724
943,909.8943061359075
944,742.5605531083532
945,854.6411491569406
946,1046.911233359632
947,886.5891451523717
948,755.6220687787529
949,734.0597681689411
950,932.2603740132083
951,911.771172392392
952,1030.1227764521177
953,873.1112530886827
954,774.3071885417058
955,859.5433287386511
956,938.9788682651786
957,915.2810565112103
958,1048.0867216999159
959,798.2008918354076
960,1080.9537058673777
961,921.8884034898764
962,928.0079705519563
963,821.5280957586588
964,910.176051996798
965,1216.1780587467924
966,1006.3265769925929
967,1006.8712371306443
968,997.3859440301184
969,883.1154385060685
970,989.5378486978518
971,1007.5183300096978
972,1004.448956447244
973,857.1088822840089
974,853.8277260808399
975,1075.0539568138988
976,919.886246829681
977,832.9475961076066
978,904.9249358738825
979,939.381670409684
980,1083.6778802856925
981,923.6259077058025
982,961.5385810822063
983,882.1781042216953
984,927.9662405766505
985,843.4198582456884
986,988.7280790267366
987,983.6536267587776
988,892.8360896647193
989,976.1593687564697
990,774.1472709157637
991,895.6818011861428
992,930.2682694588395
993,1048.21735952381
994,981.2668405981319
995,700.42123858047
996,805.2757705136743
997,763.6490521776902
998,884.3200945698882
999,714.9703138401393
1000,823.6599264258541
1001,957.6562934170527
1002,916.1473625374781
1003,1007.7558588675558
1004,1069.43242727985
1005,841.7657555997214
1006,814.2166492128727
1007,823.8760250205971
1008,972.3579161453852
1009,1284.815855814972
1010,807.3845471482946
1011,890.028921722751
1012,932.1959947261993
1013,1000.4610578054785
1014,873.8554172878148
1015,1133.0932657071871
1016,931.9363886868073
1017,811.7184148319914
1018,980.8303683099805
1019,1012.3282300236834
1020,1003.6571570718102
1021,982.3869008775503
1022,994.6308328163277
1023,987.8331048575607
1024,1000.1142156499866
1025,923.9925065803287
1026,937.1995760518654
1027,846.1425436090086
1028,841.5678531328346
1029,874.137443090898
1030,932.532834609806
1031,799.3308430930667
1032,1043.6169048567585
1033,845.9192896353145
1034,1082.2523158082336
1035,904.6781445440128
1036,893.0557085952508
1037,961.3151886401637
1038,668.3326895448914
1039,895.0964146954781
1040,924.8648506418097
1041,756.9626962657613
1042,959.9908003586842
1043,971.7582320725872
1044,902.5391782115681
1045,1020.5108676652267
1046,926.2480469993724
1047,860.9754755017341
1048,1201.3705449145712
1049,827.2475404923001
1050,904.7080504803134
1051,981.2833364528616
1052,903.6726672323814
1053,1182.3809685011422
1054,861.2298453090436
1055,978.8482935977833
1056,965.2321740712831
1057,868.1136666098369
1058,966.6863496102856
1059,981.9537175437747
1060,847.7429408326205
1061,966.8125621802326
1062,842.1969009285483
1063,1044.4585787199544
1064,871.6948764543067
1065,826.1653464611566
1066,1117.2071634500605
1067,956.4556110461809
1068,952.2338859963894
1069,930.5727158065838
1070,643.8718574202449
1071,943.089615430632
1072,932.4560102786097
1073,927.114235691128
1074,952.9762937417196
1075,905.9410014852962
1076,887.0224431588252
1077,1018.2688406897937
1078,974.590381854843
1079,949.5858590557547
1080,830.3565126250846
1081,906.8795109311221
1082,839.4912738487114
1083,832.6848142433889
1084,861.7232000168908
1085,1026.0262307847747
1086,948.3149178618235
1087,896.2095965408608
1088,871.7258132195636
1089,866.9205744626557
1090,846.6873806758081
1091,930.8639564571117
1092,1262.4619550295429
1093,939.5364556516425
1094,851.6403174567032
1095,919.8554684215118
1096,1005.2841550272099
1097,1269.8263699367442
1098,775.7525459152336
1099,1091.8645242191383
1100,846.4246173843078
1101,955.4334564217695
1102,1032.91697750312
1103,916.2487018963486
1104,883.2799280050137
1105,762.4336219544629
1106,1032.9785167697148
1107,821.1523302229335
1108,950.1911619788306
1109,886.1781455287881
1110,704.2702761027557
1111,758.4384269662439
1112,983.2846984630698
1113,935.683853566557
1114,926.0858319446145
1115,857.7150092931796
1116,1057.4788518875312
1117,899.4881551173704
1118,966.1501462248873
1119,831.4625470436328
1120,796.3456494505236
1121,902.1666564339505
1122,823.340108833268
1123,1034.1195674476185
1124,945.6833945114292
1125,891.1230956631539
1126,965.6298046068069
1127,1017.4151254466534
1128,706.4176367028988
1129,1016.2071205924705
1130,805.3621140494232
1131,798.5472718621778
1132,955.1724074092575
1133,762.9603604036419
1134,810.2097793255488
1135,951.8872104779056
1136,1210.4476001982973
1137,1106.9592241099033
1138,861.6062076624966
1139,898.5101075996446
1140,977.2294855904624
1141,1133.976933080527
1142,1077.2516842829698
1143,888.6676422403879
1144,874.7700835817775
1145,982.0565203065362
1146,921.4554127858247
1147,1000.7653312708632
1148,957.5531122317482
1149,943.8659714164318
1150,865.0038900526594
1151,827.959217484443
1152,865.9401166265529
1153,749.9575367324331
1154,996.356402020944
1155,860.3666199411189
1156,992.6338475415802
1157,984.6670869495179
1158,851.5356781991518
1159,784.8908181550985
1160,846.5071878660729
1161,755.1058901281139
1162,913.1258905707866
1163,1030.7035947114123
1164,857.5408044652241
1165,841.9349929945678
1166,801.5400785733672
1167,809.1044305194026
1168,942.9347434087935
1169,915.624362322493
1170,897.4484945168439
1171,948.5792233864079
1172,879.9736950011388
1173,751.5900059080154
1174,954.6812197602121
1175,875.2172941430076
1176,810.8551179949116
1177,786.234721129545
1178,856.261778860699
1179,964.7283140258814
1180,1083.8768327589962
1181,929.2591658880633
1182,835.5079351332794
1183,950.1627826211837
1184,839.6670995941925
1185,1262.5461736220213
1186,922.2169118378798
1187,958.4021927306352
1188,797.3032225581404
1189,988.0073204177037
1190,972.7020555128215
1191,1024.8335480527712
1192,901.097171185991
1193,873.0730647854753
1194,917.4554295569982
1195,858.2858201453472
1196,970.3230870371797
1197,888.5392905003794
1198,921.9148879713282
1199,1040.6640795507233
1200,1058.9486561664626
1201,916.8811016855143
1202,938.9526984948836
1203,896.732285754553
1204,872.5371310091834
1205,907.5928462994654
1206,1023.5228205844551
1207,923.4389387561608
1208,887.8979357617974
1209,947.7883155649124
1210,887.7563702203603
1211,931.4110222622785
1212,861.283443615026
1213,969.7081136455841
1214,738.4071488542768
1215,798.5306156010315
1216,1014.7543969044034
1217,866.0006142776163
1218,977.4139913369182
1219,901.8890853115446
1220,888.3468039519063
1221,926.1254794149336
1222,921.0574104289705
1223,1076.850343147946
1224,1217.1383372023477
1225,953.2934811888138
1226,928.496175635579
1227,916.6457082959596
1228,762.4624764981319
1229,1035.5860111100587
1230,846.0611844837431
1231,1013.4812767067704
1232,965.5690558615281
1233,1036.9066479782364
1234,765.4266736899477
1235,987.5220822511388
1236,946.558585011026
1237,724.3543138576506
1238,930.7476320714735
1239,890.0354963363709
1240,872.3705449778267
1241,1019.4202150317252
1242,806.2574741982438
1243,854.3357597140941
1244,1009.9038049861825
1245,988.9696170501874
1246,905.4944833533089
1247,894.5599873761546
1248,950.1421798291035
1249,938.7161713949648
1250,852.7707314566627
1251,981.7098297974276
1252,771.5819557849667
1253,923.9213453035849
1254,820.6764173159819
1255,1013.910756861718
1256,844.0499926138586
1257,937.2639359363048
1258,783.3260903756933
1259,913.5909442531225
1260,934.3165884702435
1261,933.9596048170825
1262,900.1511477467449
1263,897.198116949768
1264,968.6246360116378
1265,868.8305441738731
1266,853.9610726133369
1267,919.5641202118735
1268,1197.400285171443
1269,899.8283309887003
1270,885.9226280613674
1271,1154.4737702034997
1272,961.1614313892617
1273,1275.6894055215134
1274,1029.1532092908517
1275,926.8291339623851
1276,880.7275677951638
1277,891.0829925140529
1278,1008.5377046434606
1279,1072.5251223442228
1280,875.527288583624
1281,876.7183997914934
1282,1064.6624416131192
1283,959.7506695297594
1284,858.0271060875612
1285,850.7798566206219
1286,817.9136012556405
1287,1058.372197713677
1288,945.8857171599896
1289,954.2313966431482
1290,863.1654880085198
1291,950.8165449205766
1292,990.7885429405261
1293,892.5833729478829
1294,940.4931484484009
1295,879.0629754050584
1296,832.378021799848
1297,877.7417273521099
1298,929.4691060121011
1299,974.7412419227577
1300,850.3379191113258
1301,1030.032505774525
1302,850.4557840741757
1303,878.0651963612536
1304,1011.8713167162333
1305,931.9808362959815
1306,1058.4321257117017
1307,869.6708070967178
1308,965.9222849957388
1309,848.6330947023101
1310,915.2056426242523
1311,777.3548692870767
1312,1196.1594501602397
1313,877.6333445743351
1314,932.7304399280918
1315,1052.7968094002958
1316,908.9956925165044
1317,1122.233872554274
1318,867.5341125734147
1319,927.8580189871597
1320,873.0796692387727
1321,985.0732225187907
1322,967.0280019061082
1323,1005.2358692810603
1324,863.9244369576808
1325,862.7920054076249
1326,979.6185984026388
1327,993.6039231695772
1328,1016.9633251600306
1329,734.3262622073964
1330,895.143465174122
1331,863.2056626546936
1332,984.4896146870424
1333,974.2786334716651
1334,791.8693104735058
1335,958.1172943054404
1336,849.4784271710713
1337,823.5069265909092
1338,865.8189714707607
1339,930.7562301563793
1340,790.4523518398324
1341,838.4226147565621
1342,942.0534146288
1343,863.0705622633357
1344,830.3333409903847
1345,833.4598549613484
1346,831.9147078649108
1347,965.8275493231604
1348,996.995270371126
1349,862.8357496212017
1350,874.9128773490132
1351,825.2313627046436
1352,897.6056849834529
1353,890.5843151898459
1354,1012.0231745921949
